position_id,amount0,amount1,current,timestamp,type,owner,prices_token0_usd,prices_token0_eth,prices_token0_token1,prices_token0_token_key,prices_token1_usd,prices_token1_eth,prices_token1_token0,prices_token1_token_key
859540_0x051d091b254ecdbbb4eb8e6311b7939829380b27,0.0,0.0,True,1745830653,unclaimed-fees-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1
586687_0x051d091b254ecdbbb4eb8e6311b7939829380b27,0.0,0.0,True,1745830653,unclaimed-fees-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1
687681_0x051d091b254ecdbbb4eb8e6311b7939829380b27,0.0,0.0,True,1745830653,unclaimed-fees-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1
671704_0x051d091b254ecdbbb4eb8e6311b7939829380b27,0.0,0.0,True,1745830653,unclaimed-fees-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1
402709_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,0.0,0.0,True,1745830651,unclaimed-fees-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,0.2421772978,0.00013400092378204297,0.2421772978,token0,1.0,0.0005533174456030549,4.129206202,token1
706424_0x051d091b254ecdbbb4eb8e6311b7939829380b27,0.0,0.0,True,1745830653,unclaimed-fees-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,81371.32096,token0,1.16157295,0.000642718577770066,1.228934209e-05,token1
871992_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,0.0,0.0,True,1745830647,unclaimed-fees-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1807.280808,1,12550564850.0,token0,1.439999577e-07,7.967768878641925e-11,7.967768879e-11,token1
870988_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,0.0,0.0,True,1745830647,unclaimed-fees-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1807.280808,1,12550564850.0,token0,1.439999577e-07,7.967768878641925e-11,7.967768879e-11,token1
321006_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0.0,True,1745830639,unclaimed-fees-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,94518.72536,52.298859679326824,5.504133667,token0,17172.3165,9.501742298392815,0.1816816343,token1
342223_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0.0,True,1745830639,unclaimed-fees-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,94518.72536,52.298859679326824,5.504133667,token0,17172.3165,9.501742298392815,0.1816816343,token1
368198_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0.0,True,1745830639,unclaimed-fees-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0,0,token0,1807.280808,1,0,token1
649891_0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,0.0,0.0,True,1745830656,unclaimed-fees-state,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
728805_0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,0.0,0.0,True,1745830656,unclaimed-fees-state,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
670895_0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,0.0,0.0,True,1745830656,unclaimed-fees-state,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
684812_0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,0.0,0.0,True,1745830656,unclaimed-fees-state,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
633962_0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,0.0,0.0,True,1745830656,unclaimed-fees-state,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
640383_0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,0.0,0.0,True,1745830656,unclaimed-fees-state,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
629773_0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,0.0,0.0,True,1745830656,unclaimed-fees-state,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
864605_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,0.0,0.0,True,1745830672,unclaimed-fees-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
462639_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,0.0,0.0,True,1745830673,unclaimed-fees-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
360825_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,0.0,0.0,True,1745830672,unclaimed-fees-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
453388_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,0.0,0.0,True,1745830672,unclaimed-fees-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
820607_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,0.0,0.0,True,1745830672,unclaimed-fees-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
821636_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,0.0,0.0,True,1745830673,unclaimed-fees-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
514953_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,0.0,0.0,True,1745830687,unclaimed-fees-state,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
850809_0xb515c3052193d329b34dccfc9e25750b7df0c40b,0.0,0.0,True,1745830692,unclaimed-fees-state,0xb515c3052193d329b34dccfc9e25750b7df0c40b,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
737539_0xbf246450f226f236ffd523dd527d28c5a852d6dd,0.04572433,1.117972165780277,True,1745830708,unclaimed-fees-state,0xbf246450f226f236ffd523dd527d28c5a852d6dd,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
349052_0xbf246450f226f236ffd523dd527d28c5a852d6dd,0.00588017,0.10812893804721035,True,1745830708,unclaimed-fees-state,0xbf246450f226f236ffd523dd527d28c5a852d6dd,94740.41669,52.421525356600384,52.42152536,token0,1807.280808,1,0.0190761332,token1
319055_0x75e126db7f730fada6c3b879413bea339a357e50,0.0,0.0,True,1745830618,unclaimed-fees-state,0x75e126db7f730fada6c3b879413bea339a357e50,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
362598_0x75e126db7f730fada6c3b879413bea339a357e50,0.0,0.0,True,1745830618,unclaimed-fees-state,0x75e126db7f730fada6c3b879413bea339a357e50,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
919979_0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,0.00333937,0.14452452410259384,True,1745830626,unclaimed-fees-state,0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
21550_0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,0.0,0.0,True,1745830637,unclaimed-fees-state,0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
919978_0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,0.0,0.0,True,1745830637,unclaimed-fees-state,0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
930187_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.00001319,0.000627214042787829,True,1745830638,unclaimed-fees-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
316872_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0.0,True,1745830639,unclaimed-fees-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
413103_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0.0,True,1745830639,unclaimed-fees-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
735475_0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,0.0,0.0,True,1745830644,unclaimed-fees-state,0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
700368_0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,0.0,0.0,True,1745830644,unclaimed-fees-state,0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
347762_0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,0.0,0.0,True,1745830644,unclaimed-fees-state,0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
433520_0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,0.0,0.0,True,1745830644,unclaimed-fees-state,0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
680042_0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,0.0,0.0,True,1745830645,unclaimed-fees-state,0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
525510_0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,0.0,0.0,True,1745830645,unclaimed-fees-state,0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
775365_0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,0.0,0.0,True,1745830645,unclaimed-fees-state,0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
536315_0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,0.0,0.0,True,1745830645,unclaimed-fees-state,0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
395562_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,0.0,0.0,True,1745830651,unclaimed-fees-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
465977_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,0.0,0.0,True,1745830651,unclaimed-fees-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
362016_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,0.0,0.0,True,1745830651,unclaimed-fees-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
369030_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,0.0,0.0,True,1745830651,unclaimed-fees-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
222580_0x077490ea44ead91c83d019b96cb9792ec04175cf,0.0,0.0,True,1745830655,unclaimed-fees-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
356394_0x077490ea44ead91c83d019b96cb9792ec04175cf,0.0,0.0,True,1745830655,unclaimed-fees-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
680011_0x077490ea44ead91c83d019b96cb9792ec04175cf,0.0,0.0,True,1745830655,unclaimed-fees-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
357202_0x077490ea44ead91c83d019b96cb9792ec04175cf,0.0,0.0,True,1745830655,unclaimed-fees-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
590366_0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,0.0,0.0,True,1745830658,unclaimed-fees-state,0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
590560_0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,0.0,0.0,True,1745830658,unclaimed-fees-state,0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
590566_0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,0.0,0.0,True,1745830658,unclaimed-fees-state,0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
603758_0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,0.0,0.0,True,1745830658,unclaimed-fees-state,0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
680850_0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,0.0,0.0,True,1745830658,unclaimed-fees-state,0x08e9e9424f7342618d5d66a64ad370b4bba1c25d,94518.72536,52.298859679326824,52.29885968,token0,1807.280808,1,0.01912087579,token1
342234_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0.0,True,1745830639,unclaimed-fees-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1982.589441,1.0970013253557902,1.097001325,token0,1807.280808,1,0.9115759269,token1
919975_0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,7.185297290395318,0.05197635832293757,True,1745830626,unclaimed-fees-state,0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,15.05187301,0.00832846392405364,0.008328463924,token0,1807.280808,1,120.0701605,token1
