position_id,deposited_token0,date,tx_hash,fee_growth_inside1,amount1,type,block_number,liquidity,amount0,timestamp,price,owner,fee_growth_inside0,deposited_token1,prices_token0_usd,prices_token0_token1,prices_token0_token_key,prices_token0_eth,prices_token1_usd,prices_token1_token0,prices_token1_token_key,prices_token1_eth
773961_0x965f166c972ac0ce323a9f017b11c5944eb96fd8,11.503063264560918,2025-04-23T01:41:59Z,0x55839424de328bb723846fc06819d0e8fafa7bb8684203fcd306c1117c4dd729,851943294141961710861515413240621,-1218.966496,deposits,22328499,2703081860715684,-1.849999999576328165,1745372519,1769.4173301624414,0x965f166c972ac0ce323a9f017b11c5944eb96fd8,342056658817096440313549366661109795050478,56638.056257,1774.434278,1774.434278,token0,1,1.0,0.0005635598977,token1,0.0005635598977189972
4384548_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,179.9699999978303,2025-04-19T03:52:26Z,0xe63a8032cc07bc577ff5ca085c2460ae591917d19ce0005a3d4d817a84da9cb7,115792089237316195423570985008687907853269984235092520421094659303227725059426,-78161.231053,deposits,327875629,34422244843244670,-179.969999997830315855,1745034746,1598.7382269042832,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,115792089237316195423570985008687907737058105060100937594027937963709017338030,78161.231053,1594.870909,1598.738227,token0,1,0.9975810186,0.0006254932691,token1,0.0006254932691115731
4391575_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,184.9999999973385,2025-04-22T03:49:14Z,0xb44c53f5228e88f603bfbca44acc3ab39bf3cfc5a66a38a2bd9533d453e404fb,895374923957371387070576244159172,-69482.575029,deposits,328905529,59405018637355199,-184.999999997338508857,1745293754,1579.3737707883831,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,350223708291039164861985067464722529677544,69482.575029,1575.85773,1579.373771,token0,1,0.9977737756,0.0006331623448,token1,0.0006331623447822774
709568_0x84754ff267164b75413ad01f35429e52125c0cdf,59012.861138,2025-04-07T05:49:59Z,0x15629cc067bbc9169966326282940dce1cf70c6d88bb6cc688e7d4b005d236fb,291621193884706650805254890154379515931587,-6.369999999999992724,deposits,22215047,4401650642802915,0.000000,1744004999,0.0006502805074294755,0x84754ff267164b75413ad01f35429e52125c0cdf,840432589344560776798178767098553,20.691795735938815,1.0,0.0006488205751,token0,0.0006488205750698678,1541.258151,1541.258151,token1,1
963546_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,11153.107085,2025-04-09T14:52:59Z,0xd3abdcf5fef877e17a0db85927ba978737dbc57ca9f8b3d2e89d7c369371e2ae,703790553935954700504535630144803001423887,-213.499999987967833485,deposits,22232067,35298332800025907,-11153.107085,1744210379,0.0006786502297407841,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,1352544222738032617261161655711770,213.49999998796784,1.0,0.0006772997494,token0,0.0006772997494357579,1476.451159,1476.451159,token1,1
963546_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,11556.931665,2025-04-12T07:31:11Z,0x7105861d0b75a91ac8fac6a8c59411b400256c3fa1b8f2c54cb463c26e0b1497,711920272556110588449148868940490683579855,-1.278666267187761471,deposits,22251398,35545077669418624,-403.824580,1744443071,0.0006341575348445288,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,1365532092334747676516788035580838,214.7786662551556,1.0,0.0006357369904,token0,0.0006357369903811801,1572.977529,1572.977529,token1,1
969004_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,70357.058336,2025-04-17T13:32:47Z,0x17dc3e374ba51f1b15199f141d4e793a04234385aef216f925d2a75a3c0fc17e,922913790265543535732613658826193245613774,-179.899999999138107884,deposits,22289037,35630816093807494,-70357.058336,1744896767,0.0006264686883282644,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,1797654461559283512405934529001905,179.89999999913812,1.0,0.0006264686883,token0,0.0006264686883282643,1596.248972,1596.248972,token1,1
