position_id,timestamp,amount0,amount1,liquidity,current_tick,current,type,owner,prices_token0_usd,prices_token0_eth,prices_token0_token1,prices_token0_token_key,prices_token1_usd,prices_token1_eth,prices_token1_token0,prices_token1_token_key,prices_native_token_usd,prices_native_token_eth,prices_native_token_token0,prices_native_token_token1,prices_native_token_token_key
793119_0xc207961dc90ddc4f6c9b236964e6d6e2a495dc97,1745830642,0.0,0,0,-201323,True,current-amount-state,0xc207961dc90ddc4f6c9b236964e6d6e2a495dc97,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
480398_0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,1745830644,0.0,0,0,-201323,True,current-amount-state,0xd504bd85eb78e6f37afd2d6124edfce14c0b037b,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
45082_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830647,0.0,0,0,-201330,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
736864_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0.0,0,0,-201330,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
395326_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0,0.0,0,-201323,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
360571_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0.0,0.0,0,-201330,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
637647_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0.0,0.0,0,-201330,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
562034_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0,0.0,0,-201330,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
360550_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0.0,0.0,0,-201330,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
872449_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,1745830687,0.0,0,0,-201330,True,current-amount-state,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
862989_0xaff0915364800bd6a97f1d7a23f58ee4b1225053,1745830687,0.0,0,0,-201330,True,current-amount-state,0xaff0915364800bd6a97f1d7a23f58ee4b1225053,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
773961_0x965f166c972ac0ce323a9f017b11c5944eb96fd8,1745830689,26.7697272,19368.90283,2703081860715684,-201316,True,current-amount-state,0x965f166c972ac0ce323a9f017b11c5944eb96fd8,1807.280808,1,1807.280808,token0,1.0,0.0005533174456030549,0.0005533174456,token1,1807.280808,1,1,1807.280808,native-token
709572_0x84754ff267164b75413ad01f35429e52125c0cdf,1745830648,0.004001242809,4151.901566,588179517,68517,True,current-amount-state,0x84754ff267164b75413ad01f35429e52125c0cdf,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
374493_0x84754ff267164b75413ad01f35429e52125c0cdf,1745830650,0,0.0,0,68517,True,current-amount-state,0x84754ff267164b75413ad01f35429e52125c0cdf,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
714887_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0,0.0,0,68513,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
685942_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0,0.0,0,68513,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
736336_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0,0.0,0,68513,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
816096_0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,1745830651,0,0.0,0,68513,True,current-amount-state,0x8c9af878a44678b49aef8c60ab0e90ffd9271e54,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
751481_0x051d091b254ecdbbb4eb8e6311b7939829380b27,1745830653,0,0.0,0,68513,True,current-amount-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
859540_0x051d091b254ecdbbb4eb8e6311b7939829380b27,1745830653,0.0,0.0,0,68513,True,current-amount-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
586687_0x051d091b254ecdbbb4eb8e6311b7939829380b27,1745830653,0,0.0,0,68517,True,current-amount-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
687681_0x051d091b254ecdbbb4eb8e6311b7939829380b27,1745830653,0,0.0,0,68513,True,current-amount-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
671704_0x051d091b254ecdbbb4eb8e6311b7939829380b27,1745830653,0,0.0,0,68513,True,current-amount-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,94518.72536,token0,1.0,0.0005533174456030549,1.057991415e-05,token1,1807.280808,1,0.01912087579,1807.280808,native-token
706424_0x051d091b254ecdbbb4eb8e6311b7939829380b27,1745830653,0.0,0.0,0,340757,True,current-amount-state,0x051d091b254ecdbbb4eb8e6311b7939829380b27,94518.72536,52.298859679326824,81371.32096,token0,1.16157295,0.000642718577770066,1.228934209e-05,token1,1807.280808,1,0.01912087579,1555.890921,native-token
871992_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830647,0.0,0.0,0,232541,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1807.280808,1,12550564850.0,token0,1.439999577e-07,7.967768878641925e-11,7.967768879e-11,token1,1807.280808,1,1,12550564850.0,native-token
870988_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830647,0.0,0.0,0,232541,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1807.280808,1,12550564850.0,token0,1.439999577e-07,7.967768878641925e-11,7.967768879e-11,token1,1807.280808,1,1,12550564850.0,native-token
321006_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830639,0,0.0,0,887272,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,94518.72536,52.298859679326824,5.504133667,token0,17172.3165,9.501742298392815,0.1816816343,token1,1807.280808,1,0.01912087579,0.1052438562,native-token
342223_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830639,0,0.0,0,887272,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,94518.72536,52.298859679326824,5.504133667,token0,17172.3165,9.501742298392815,0.1816816343,token1,1807.280808,1,0.01912087579,0.1052438562,native-token
368198_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830639,0.0,0,0,144800,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.0,0,0,token0,1807.280808,1,0,token1,1807.280808,1,0,1,native-token
680045_0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,1745830645,0.0,0.0,0,-89233,True,current-amount-state,0x17ac2eeaf4eeefab2379118d8ffde37188243bbf,0.2421772978,0.00013400092378204297,0.0001340009238,token0,1807.280808,1,7462.635121,token1,1807.280808,1,7462.635121,1,native-token
476486_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830639,0.0,0,0,-76431,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.8666911063,0.00047955530905004743,0.0004795553091,token0,1807.280808,1,2085.265205,token1,1807.280808,1,2085.265205,1,native-token
859998_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830647,3360.393744,2.758490203,345514017420110877626,-76431,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,0.8666911063,0.00047955530905004743,0.0004795553091,token0,1807.280808,1,2085.265205,token1,1807.280808,1,2085.265205,1,native-token
290064_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830647,0.0,0,0,-76503,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,0.8666911063,0.00047955530905004743,0.0004795553091,token0,1807.280808,1,2085.265205,token1,1807.280808,1,2085.265205,1,native-token
314789_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830647,0.0,0,0,-76503,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,0.8666911063,0.00047955530905004743,0.0004795553091,token0,1807.280808,1,2085.265205,token1,1807.280808,1,2085.265205,1,native-token
750521_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830638,888.4242922,0.1825683102,28736943609286604193,-75439,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.957069716,0.0005295633705284438,0.0005295633705,token0,1807.280808,1,1888.348129,token1,1807.280808,1,1888.348129,1,native-token
580006_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830639,0.0,0,0,-75439,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.957069716,0.0005295633705284438,0.0005295633705,token0,1807.280808,1,1888.348129,token1,1807.280808,1,1888.348129,1,native-token
328585_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830639,0.0,0,0,-75439,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,0.957069716,0.0005295633705284438,0.0005295633705,token0,1807.280808,1,1888.348129,token1,1807.280808,1,1888.348129,1,native-token
359251_0x077490ea44ead91c83d019b96cb9792ec04175cf,1745830655,0.0,0,0,-75439,True,current-amount-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,0.957069716,0.0005295633705284438,0.0005295633705,token0,1807.280808,1,1888.348129,token1,1807.280808,1,1888.348129,1,native-token
952530_0x75e126db7f730fada6c3b879413bea339a357e50,1745830609,34877.93535,83.18391264,26040839883176396,201319,True,current-amount-state,0x75e126db7f730fada6c3b879413bea339a357e50,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
951560_0x75e126db7f730fada6c3b879413bea339a357e50,1745830609,188460.5898,412.4188596,129713494254222860,201324,True,current-amount-state,0x75e126db7f730fada6c3b879413bea339a357e50,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
951565_0x75e126db7f730fada6c3b879413bea339a357e50,1745830618,0.0,0.0,0,201319,True,current-amount-state,0x75e126db7f730fada6c3b879413bea339a357e50,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
318480_0x75e126db7f730fada6c3b879413bea339a357e50,1745830618,0.0,0.0,0,201324,True,current-amount-state,0x75e126db7f730fada6c3b879413bea339a357e50,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
362603_0x75e126db7f730fada6c3b879413bea339a357e50,1745830618,0.0,0.0,0,201324,True,current-amount-state,0x75e126db7f730fada6c3b879413bea339a357e50,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
919977_0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,1745830626,58904.95415,32.57809741,1385283845904197,201319,True,current-amount-state,0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
21538_0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,1745830627,0.0,0.0,0,201324,True,current-amount-state,0x0bcc7af222cb7b848fc8f2b9c11978bc3cc6ac59,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
930216_0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1745830638,4215.412611,2.331384935,99135006208997,201319,True,current-amount-state,0x2f4594ffe5868c25e941b5a03af3f8d0deb52505,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
211040_0xc76cadbbbbbc4dc6299aedb5202ae0c33b59f0a7,1745830641,0.0,0.0,0,-74999,True,current-amount-state,0xc76cadbbbbbc4dc6299aedb5202ae0c33b59f0a7,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
809534_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830646,0,23.056436870000002,4684780428560891,201319,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
871002_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830646,362.9929013,0.2007576149,8536602901931,201319,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
97260_0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1745830647,0.0,0.0,0,201324,True,current-amount-state,0x020ef786f8c4d19ec3f949fd933ccd1b264c9f9a,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
709568_0x84754ff267164b75413ad01f35429e52125c0cdf,1745830648,10900.32494,40.82204582,4401650642802915,201319,True,current-amount-state,0x84754ff267164b75413ad01f35429e52125c0cdf,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
252234_0x84754ff267164b75413ad01f35429e52125c0cdf,1745830650,0.0,0.0,0,201324,True,current-amount-state,0x84754ff267164b75413ad01f35429e52125c0cdf,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
252082_0x84754ff267164b75413ad01f35429e52125c0cdf,1745830650,0.0,0.0,0,201324,True,current-amount-state,0x84754ff267164b75413ad01f35429e52125c0cdf,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
356393_0x077490ea44ead91c83d019b96cb9792ec04175cf,1745830655,0.0,0.0,0,201324,True,current-amount-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
222715_0x077490ea44ead91c83d019b96cb9792ec04175cf,1745830655,0.0,0.0,0,201324,True,current-amount-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
361671_0x077490ea44ead91c83d019b96cb9792ec04175cf,1745830655,0.0,0.0,0,201324,True,current-amount-state,0x077490ea44ead91c83d019b96cb9792ec04175cf,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
452204_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,1745830672,0.0,0,0,201319,True,current-amount-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
2320_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,1745830672,0.0,0.0,0,-74999,True,current-amount-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
30536_0x85e01add9bcc25918c330c42deea69ce5be3ec5d,1745830672,0.0,0.0,0,201324,True,current-amount-state,0x85e01add9bcc25918c330c42deea69ce5be3ec5d,1.0,0.0005533174456030549,0.0005533174456,token0,1807.280808,1,1807.280808,token1,1807.280808,1,1807.280808,1,native-token
